ID,REgion,NeedsUpdating,City,state_name,CityState,county_name,Latitude,Longitude,population,NLCD Code,ActualDescription,Terrain,Climate,CostOfLiving,MInMilesMountains,min Drive Time Mountains,MilesTo_Atlantic,MilesTo_Gulf,Min Miles to Beach,Min Drive to Beach,MinLake,Drivelake,ClosestInternationalIATA,ClosestInternationalMiles,ClosestInternationalHours,ClosestNationalIATA,ClosestNationalMiles,ClosestNationalHours,ClosestRegionalIATA,ClosestRegionalHours,ClosestRegionalMiles
970,South Atlantic,,Webster,Florida,Webster-Florida,Sumter County,28.577492,-82.092975,965,90,Woody Wetlands,Plains,Tropical,70.5,,0.0,77.9,73.5,73.5,88.2,28.7,34.4,MCO,48.71782541,0.97,BQK,189.0201022,3.78,GNV,1.55,77.62483023
971,South Atlantic,,Welaka,Florida,Welaka-Florida,Putnam County,29.478889,-81.671667,763,23,"Developed, Medium Intensity",Plains,Tropical,66.5,,0.0,42.4,119.4,42.4,50.88,10.3,12.4,DAB,42.32499604,0.85,BQK,123.5867803,2.47,GNV,0.78,38.89818532
972,South Atlantic,,West Palm Beach,Florida,West Palm Beach-Florida,Palm Beach County,26.713956,-80.065874,127744,23,"Developed, Medium Intensity",Swamps,Tropical,74,,0.0,24.5,138.8,24.5,29.4,47.7,57.2,PBI,2.809288758,0.06,BQK,325.2173233,6.5,GNV,4.91,245.5956059
973,South Atlantic,,Westville,Florida,Westville-Florida,Holmes County,30.874689,-85.912973,268,43,Mixed Forest,Forests,Temperate,69.66,,0.0,267.9,83.2,83.2,99.84,62.8,75.4,ECP,36.43652918,0.73,VPS,46.06177661,0.92,DHN,0.83,41.27458261
975,South Atlantic,,Wewahitchka,Florida,Wewahitchka-Florida,Gulf County,30.093255,-85.20483,2188,42,Evergreen Forest,Forests,Temperate,65,,0.0,231.2,58.5,58.5,70.2,47.7,57.2,ECP,39.70244151,0.79,VPS,84.8596347,1.7,DHN,1.72,86.08557645
976,South Atlantic,,White Springs,Florida,White Springs-Florida,Hamilton County,30.338749,-82.776453,760,42,Evergreen Forest,Forests,Tropical,68,,0.0,86.7,130.9,86.7,104.04,70.2,84.2,JAX,65.74412435,1.31,BQK,100.424457,2.01,VLD,0.85,42.72875754
977,South Atlantic,,Wildwood,Florida,Wildwood-Florida,Sumter County,28.845353,-82.03473,19031,23,"Developed, Medium Intensity",Plains,Tropical,67.5,,0.0,69.5,80.3,69.5,83.4,29.4,35.3,SFB,48.59495603,0.97,BQK,170.1799446,3.4,GNV,1.2,60.08705684
978,South Atlantic,,Williston,Florida,Williston-Florida,Levy County,29.397737,-82.485601,3433,42,Evergreen Forest,Plains,Tropical,68,,0.0,82.4,79.2,79.2,95.04,19.1,22.9,SFB,86.77714106,1.74,BQK,142.2247819,2.84,GNV,0.48,23.94023364
979,South Atlantic,,Windermere,Florida,Windermere-Florida,Orange County,28.50061,-81.535411,3223,22,"Developed, Low Intensity",Plains,Tropical,67,,0.0,51.7,99.1,51.7,62.04,9.8,11.8,MCO,14.6181289,0.29,BQK,190.6174847,3.81,GNV,1.87,93.43685003
980,South Atlantic,,Winter Garden,Florida,Winter Garden-Florida,Orange County,28.4867,-81.6051,48771,90,Woody Wetlands,Plains,Tropical,68,,0.0,55.5,95.4,55.5,66.6,9.3,11.2,MCO,18.4457904,0.37,BQK,191.7137483,3.83,GNV,1.85,92.37518821
981,South Atlantic,,Winter Haven,Florida,Winter Haven-Florida,Polk County,27.999296,-81.751507,59975,22,"Developed, Low Intensity",Swamps,Tropical,69.66,,0.0,70.2,67.5,67.5,81,25,30.0,MCO,40.23950024,0.8,BQK,225.8595433,4.52,GNV,2.42,120.9892125
982,South Atlantic,,Winter Park,Florida,Winter Park-Florida,Orange County,28.597824,-81.353436,30835,23,"Developed, Medium Intensity",Plains,Tropical,68,,0.0,39.1,111.8,39.1,46.92,16.4,19.7,MCO,11.84004801,0.24,BQK,183.9804736,3.68,GNV,1.87,93.62788065
983,South Atlantic,,Winter Springs,Florida,Winter Springs-Florida,Seminole County,28.683097,-81.281367,39822,21,"Developed, Open Space",Plains,Tropical,68,,0.0,31.8,119,31.8,38.16,21.1,25.3,SFB,7.09245483,0.14,BQK,178.3086198,3.57,GNV,1.83,91.70393978
984,South Atlantic,,Worthington Springs,Florida,Worthington Springs-Florida,Union County,29.929167,-82.423611,380,21,"Developed, Open Space",Plains,Tropical,70,,0.0,67.4,112,67.4,80.88,35.3,42.4,JAX,58.76427174,1.18,BQK,108.0742247,2.16,GNV,0.38,18.86235216
985,South Atlantic,,Yankeetown,Florida,Yankeetown-Florida,Levy County,29.029722,-82.716111,633,22,"Developed, Low Intensity",Plains,Tropical,66.5,,0.0,108.4,50.9,50.9,61.08,44.3,53.2,TPA,73.68318525,1.47,BQK,171.1542494,3.42,GNV,1.06,52.89204299
986,South Atlantic,,Zephyrhills,Florida,Zephyrhills-Florida,Pasco County,28.2333,-82.1813,22304,24,"Developed, High Intensity",Plains,Tropical,68,,0.0,94.1,59.8,59.8,71.76,43.3,52.0,TPA,27.88296566,0.56,BQK,213.3929081,4.27,GNV,2.02,100.8010265
987,South Atlantic,,Zolfo Springs,Florida,Zolfo Springs-Florida,Hardee County,27.480042,-81.742328,1761,81,Pasture/Hay,Swamps,Tropical,68,,0.0,78.6,58.7,58.7,70.44,29.2,35.0,SRQ,50.12141536,1,BQK,261.6146981,5.23,GNV,3.12,156.0391215
988,South Atlantic,,Alachua,Florida,Alachua-Florida,Alachua County,29.796996,-82.480531,10856,81,Pasture/Hay,Plains,Tropical,69,,0.0,72.1,102.4,72.1,86.52,29.3,35.2,JAX,67.54729089,1.35,BQK,117.6566307,2.35,GNV,0.29,14.54026734
989,South Atlantic,,Alford,Florida,Alford-Florida,Jackson County,30.714106,-85.34838,519,71,Grassland/Herbaceous,Forests,Temperate,66,,0.0,234.5,90.1,90.1,108.12,28.4,34.1,ECP,36.28787564,0.73,VPS,73.02298827,1.46,DHN,0.85,42.37795798
990,South Atlantic,,Altamonte Springs,Florida,Altamonte Springs-Florida,Seminole County,28.662728,-81.371908,47261,23,"Developed, Medium Intensity",Plains,Tropical,68,,0.0,36.9,114.1,36.9,44.28,15.4,18.5,SFB,11.44924071,0.23,BQK,179.4607911,3.59,GNV,1.79,89.3604942
991,South Atlantic,,Altha,Florida,Altha-Florida,Calhoun County,30.531882,-85.17043,495,71,Grassland/Herbaceous,Forests,Temperate,68,,0.0,224.6,83.6,83.6,100.32,22.1,26.5,ECP,39.14905916,0.78,VPS,82.12364572,1.64,DHN,1.14,56.99725562
992,South Atlantic,,Anna Maria,Florida,Anna Maria-Florida,Manatee County,27.530833,-82.733611,1016,23,"Developed, Medium Intensity",Swamps,Tropical,77,,0.0,134.4,3,3,3.6,89.7,107.6,SRQ,14.44350088,0.29,BQK,268.627531,5.37,GNV,3.04,151.7950392
993,South Atlantic,,Apalachicola,Florida,Apalachicola-Florida,Franklin County,29.725465,-85.006264,2461,42,Evergreen Forest,Plains,Tropical,65,,0.0,222.9,55.9,55.9,67.08,69.2,83.0,TLH,60.73190083,1.21,VPS,106.4266481,2.13,DHN,2.27,113.37371
994,South Atlantic,,Apopka,Florida,Apopka-Florida,Orange County,28.661865,-81.485149,62777,22,"Developed, Low Intensity",Plains,Tropical,68,,0.0,42.4,109.2,42.4,50.88,8.8,10.6,SFB,17.09747694,0.34,BQK,179.4345932,3.59,GNV,1.71,85.43289076
995,South Atlantic,,Arcadia,Florida,Arcadia-Florida,De Soto County,27.1861,-81.8095,7974,90,Woody Wetlands,Swamps,Tropical,67.5,,0.0,93,56.2,56.2,67.44,34.7,41.6,RSW,45.0342087,0.9,BQK,282.1552726,5.64,GNV,3.51,175.2714487
996,South Atlantic,,Archer,Florida,Archer-Florida,Alachua County,29.559738,-82.51084,1176,81,Pasture/Hay,Plains,Tropical,68,,0.0,78.7,87.4,78.7,94.44,21.1,25.3,JAX,81.18489961,1.62,BQK,132.8663153,2.66,GNV,0.34,16.94815502
997,South Atlantic,,Astatula,Florida,Astatula-Florida,Lake County,28.708754,-81.719473,2266,21,"Developed, Open Space",Plains,Tropical,65,,0.0,53.5,97,53.5,64.2,8.5,10.2,SFB,29.68672805,0.59,BQK,176.8404821,3.54,GNV,1.51,75.54263024
998,South Atlantic,,Atlantic Beach,Florida,Atlantic Beach-Florida,Duval County,30.348258,-81.415866,13279,23,"Developed, Medium Intensity",Forests,Tropical,64.5,,0.0,25,170.8,25,30,61.3,73.6,JAX,19.08164086,0.38,BQK,62.98415134,1.26,GNV,1.37,68.48406941
999,South Atlantic,,Auburndale,Florida,Auburndale-Florida,Polk County,28.072443,-81.812234,20659,23,"Developed, Medium Intensity",Plains,Tropical,66,,0.0,74.1,67.2,67.2,80.64,26.6,31.9,MCO,39.44372704,0.79,BQK,221.132203,4.42,GNV,2.3,115.1723419
1000,South Atlantic,,Avon Park,Florida,Avon Park-Florida,Highlands County,27.600085,-81.501486,10415,23,"Developed, Medium Intensity",Swamps,Tropical,68,,0.0,61.6,73.7,61.6,73.92,20.9,25.1,MCO,58.62110351,1.17,BQK,252.8018947,5.06,GNV,3.04,151.7681231
1001,South Atlantic,,Bartow,Florida,Bartow-Florida,Polk County,27.895664,-81.812684,22084,90,Woody Wetlands,Swamps,Tropical,76,,0.0,74.4,60.8,60.8,72.96,32,38.4,TPA,44.32922296,0.89,BQK,233.2993573,4.67,GNV,2.54,127.0587622
1002,South Atlantic,,Bascom,Florida,Bascom-Florida,Jackson County,30.951365,-85.09722,93,82,Cultivated Crops,Forests,Temperate,72,,0.0,219.7,111.1,111.1,133.32,20.9,25.1,ECP,58.38700282,1.17,VPS,91.85775178,1.84,DHN,0.66,32.97892205
1003,South Atlantic,,Bell,Florida,Bell-Florida,Gilchrist County,29.78373,-82.871106,582,82,Cultivated Crops,Plains,Tropical,69.66,,0.0,95.3,92.4,92.4,110.88,47.1,56.5,JAX,86.06617144,1.72,BQK,131.8169801,2.64,GNV,0.73,36.53413561
1004,South Atlantic,,Belle Glade,Florida,Belle Glade-Florida,Palm Beach County,26.684289,-80.672392,17363,23,"Developed, Medium Intensity",Swamps,Tropical,66.5,,0.0,31.7,101.4,31.7,38.04,18.9,22.7,PBI,35.60886881,0.71,BQK,319.6890556,6.39,GNV,4.59,229.3764067
1005,South Atlantic,,Belleair Beach,Florida,Belleair Beach-Florida,Pinellas County,27.9229,-82.8413,1615,23,"Developed, Medium Intensity",Swamps,Tropical,74,,0.0,136.9,30.5,30.5,36.6,88.5,106.2,PIE,9.4331069,0.19,BQK,244.8348959,4.9,GNV,2.54,126.8736623
1006,South Atlantic,,Belleview,Florida,Belleview-Florida,Marion County,29.052,-82.042,6156,21,"Developed, Open Space",Plains,Tropical,69,,0.0,69.1,85.2,69.1,82.92,29.7,35.6,SFB,52.3159648,1.05,BQK,156.3029017,3.13,GNV,0.92,46.20576144
1007,South Atlantic,,Blountstown,Florida,Blountstown-Florida,Calhoun County,30.4394,-85.062022,2269,42,Evergreen Forest,Forests,Temperate,76,,0.0,218.8,82,82,98.4,22.5,27.0,TLH,42.50803547,0.85,VPS,88.65741365,1.77,DHN,1.3,65.12292454
1008,South Atlantic,,Boca Raton,Florida,Boca Raton-Florida,Palm Beach County,26.3583,-80.0833,102238,23,"Developed, Medium Intensity",Swamps,Tropical,76,,0.0,24.8,137.5,24.8,29.76,59.5,71.4,FLL,20.20530489,0.4,BQK,348.7822999,6.98,GNV,5.32,266.0835615
1009,South Atlantic,,Bonifay,Florida,Bonifay-Florida,Holmes County,30.846369,-85.689962,2838,90,Woody Wetlands,Forests,Temperate,66,,0.0,254.7,93.9,93.9,112.68,49.4,59.3,ECP,34.38416842,0.69,VPS,56.57872091,1.13,DHN,0.72,35.76231678
1010,South Atlantic,,Bonita Springs,Florida,Bonita Springs-Florida,Lee County,26.3869,-81.733,57112,11,Open Water,Swamps,Tropical,76,,0.0,98.1,35.9,35.9,43.08,68.9,82.7,RSW,10.40113225,0.21,BQK,337.0021576,6.74,GNV,4.61,230.578438
1011,South Atlantic,,Bowling Green,Florida,Bowling Green-Florida,Hardee County,27.627738,-81.845058,2456,21,"Developed, Open Space",Swamps,Tropical,68,,0.0,80.3,53.1,53.1,63.72,38.9,46.7,SRQ,46.3203484,0.93,BQK,251.913738,5.04,GNV,2.9,144.8220451
1012,South Atlantic,,Boynton Beach,Florida,Boynton Beach-Florida,Palm Beach County,26.525,-80.0666,83095,22,"Developed, Low Intensity",Swamps,Tropical,64.5,,0.0,35.8,138.1,35.8,42.96,53.3,64.0,PBI,11.07360006,0.22,BQK,337.8479294,6.76,GNV,5.13,256.6629965
1013,South Atlantic,,Bradenton,Florida,Bradenton-Florida,Manatee County,27.502778,-82.513889,58184,22,"Developed, Low Intensity",Swamps,Tropical,76,,0.0,122,11.4,11.4,13.68,76.1,91.3,SRQ,7.815632995,0.16,BQK,267.0628218,5.34,GNV,3.04,151.838667
1014,South Atlantic,,Bradenton Beach,Florida,Bradenton Beach-Florida,Manatee County,27.515149,-82.721027,927,22,"Developed, Low Intensity",Swamps,Tropical,64.5,,0.0,133.9,1.7,1.7,2.04,88.8,106.6,SRQ,13.15843403,0.26,BQK,269.455218,5.39,GNV,3.05,152.7225686
1015,South Atlantic,,Branford,Florida,Branford-Florida,Suwannee County,29.939472,-82.899288,772,71,Grassland/Herbaceous,Plains,Tropical,67.5,,0.0,95.8,102.4,95.8,114.96,54.3,65.2,JAX,81.85134924,1.64,BQK,124.7791335,2.5,GNV,0.83,41.37708343
1016,South Atlantic,,Bristol,Florida,Bristol-Florida,Liberty County,30.422279,-84.946558,942,52,Shrub/Scrub,Forests,Temperate,72,,0.0,212.2,85.5,85.5,102.6,21.1,25.3,TLH,35.57267484,0.71,VPS,95.59015977,1.91,DHN,1.38,68.90806966
1017,South Atlantic,,Bronson,Florida,Bronson-Florida,Levy County,29.460952,-82.635644,1263,21,"Developed, Open Space",Plains,Tropical,67.5,,0.0,88.4,77.6,77.6,93.12,27.6,33.1,JAX,91.17446833,1.82,BQK,142.4365077,2.85,GNV,0.54,26.99366904
1018,South Atlantic,,Brooker,Florida,Brooker-Florida,Bradford County,29.919028,-82.295634,339,71,Grassland/Herbaceous,Plains,Tropical,68,,0.0,59.9,115.2,59.9,71.88,32.2,38.6,JAX,53.81054785,1.08,BQK,104.8853929,2.1,GNV,0.32,15.88469297
1019,South Atlantic,,Brooksville,Florida,Brooksville-Florida,Hernando County,28.565805,-82.373674,9985,21,"Developed, Open Space",Plains,Tropical,61.39,,0.0,94.1,56.4,56.4,67.68,45.8,55.0,TPA,41.92821183,0.84,BQK,193.8352916,3.88,GNV,1.56,77.92167079
1020,South Atlantic,,Bunnell,Florida,Bunnell-Florida,Flagler County,29.45616,-81.324431,4120,42,Evergreen Forest,Plains,Tropical,69.66,,0.0,37.6,136.5,37.6,45.12,10.6,12.7,DAB,24.90891552,0.5,BQK,124.8381491,2.5,GNV,1.18,59.17769389
1021,South Atlantic,,Bushnell,Florida,Bushnell-Florida,Sumter County,28.661062,-82.155297,3193,42,Evergreen Forest,Plains,Tropical,69.66,,0.0,79.5,70.3,70.3,84.36,32.5,39.0,TPA,52.65343326,1.05,BQK,184.1601889,3.68,GNV,1.43,71.44340423
1022,South Atlantic,,Callahan,Florida,Callahan-Florida,Nassau County,30.551958,-81.814465,1785,42,Evergreen Forest,Forests,Temperate,69,,0.0,28.2,167.6,28.2,33.84,77.5,93.0,JAX,8.53140669,0.17,BQK,53.01614438,1.06,GNV,1.31,65.52343501
1023,South Atlantic,,Campbellton,Florida,Campbellton-Florida,Jackson County,30.95629,-85.376596,203,90,Woody Wetlands,Forests,Temperate,70,,0.0,236.3,105.4,105.4,126.48,34.2,41.0,ECP,48.31362047,0.97,VPS,76.62970385,1.53,DHN,0.51,25.58559297
1024,South Atlantic,,Cape Canaveral,Florida,Cape Canaveral-Florida,Brevard County,28.39034,-80.604267,10014,23,"Developed, Medium Intensity",Plains,Tropical,70,,0.0,27,141.9,27,32.4,41.7,50.0,MLB,20.0267627,0.4,BQK,204.8170333,4.1,GNV,2.7,134.9437551
1025,South Atlantic,,Cape Coral,Florida,Cape Coral-Florida,Lee County,26.57746,-81.952243,233025,22,"Developed, Low Intensity",Swamps,Tropical,70,,0.0,106,22.2,22.2,26.64,68.4,82.1,RSW,12.50377665,0.25,BQK,324.7797414,6.5,GNV,4.32,215.9392569
1026,South Atlantic,,Carrabelle,Florida,Carrabelle-Florida,Franklin County,29.869205,-84.635845,2570,90,Woody Wetlands,Plains,Tropical,70,,0.0,199.9,80.1,80.1,96.12,60.4,72.5,TLH,40.23147508,0.8,VPS,122.1700319,2.44,VLD,2.05,102.7245431
1027,South Atlantic,,Caryville,Florida,Caryville-Florida,Washington County,30.796878,-85.799787,318,71,Grassland/Herbaceous,Forests,Temperate,69.66,,0.0,261.2,87.7,87.7,105.24,55.5,66.6,ECP,30.3867815,0.61,VPS,49.22694092,0.98,DHN,0.83,41.74124851
1028,South Atlantic,,Casselberry,Florida,Casselberry-Florida,Seminole County,28.661671,-81.312215,31650,22,"Developed, Low Intensity",Plains,Tropical,69,,0.0,34.2,116.6,34.2,41.04,19,22.8,SFB,9.255238263,0.19,BQK,179.6819204,3.59,GNV,1.83,91.64950356
1029,South Atlantic,,Cedar Key,Florida,Cedar Key-Florida,Levy County,29.171006,-83.016793,736,95,Emergent Herbaceous Wetlands,Plains,Tropical,70.5,,0.0,118,49.4,49.4,59.28,54.5,65.4,TPA,87.65942386,1.75,BQK,171.3908336,3.43,GNV,1.15,57.41172881
1030,South Atlantic,,Center Hill,Florida,Center Hill-Florida,Sumter County,28.663484,-81.996289,1055,81,Pasture/Hay,Plains,Tropical,70.5,,0.0,70.3,79.9,70.3,84.36,22.9,27.5,MCO,44.74774841,0.89,BQK,182.1011142,3.64,GNV,1.46,72.85058655
1031,South Atlantic,,Century,Florida,Century-Florida,Escambia County,30.968742,-87.321582,1780,21,"Developed, Open Space",Forests,Temperate,68,,0.0,351.5,40,40,48,146.4,175.7,PNS,35.15801422,0.7,VPS,56.38192979,1.13,MOB,1.16,57.91862445
1032,South Atlantic,,Chattahoochee,Florida,Chattahoochee-Florida,Gadsden County,30.683394,-84.828044,3028,90,Woody Wetlands,Forests,Temperate,69,,0.0,203.7,103.9,103.9,124.68,3.6,4.3,TLH,34.65538885,0.69,VPS,103.2144944,2.06,DHN,1.15,57.42478006
1033,South Atlantic,,Chiefland,Florida,Chiefland-Florida,Levy County,29.483243,-82.880896,2444,42,Evergreen Forest,Plains,Tropical,66.5,,0.0,101.3,72.5,72.5,87,42.3,50.8,JAX,99.87360622,2,BQK,148.8556571,2.98,GNV,0.79,39.28901613
1034,South Atlantic,,Chipley,Florida,Chipley-Florida,Washington County,30.710658,-85.548646,3741,81,Pasture/Hay,Forests,Temperate,75,,0.0,246.4,86.2,86.2,103.44,40.3,48.4,ECP,28.50901708,0.57,VPS,61.36709058,1.23,DHN,0.85,42.59541445
1035,South Atlantic,,Clearwater,Florida,Clearwater-Florida,Pinellas County,27.9799,-82.7806,116811,22,"Developed, Low Intensity",Swamps,Tropical,70.5,,0.0,133,33.5,33.5,40.2,83.2,99.8,PIE,7.449233156,0.15,BQK,239.89978,4.8,GNV,2.44,122.1077642
1036,South Atlantic,,Clermont,Florida,Clermont-Florida,Lake County,28.552541,-81.757407,50851,21,"Developed, Open Space",Plains,Tropical,70.5,,0.0,60.4,92.7,60.4,72.48,9.5,11.4,MCO,28.54523301,0.57,BQK,187.7944544,3.76,GNV,1.69,84.5047652
1037,South Atlantic,,Clewiston,Florida,Clewiston-Florida,Hendry County,26.717171,-80.949249,7496,82,Cultivated Crops,Swamps,Tropical,70.5,,0.0,44.5,84.8,44.5,53.4,17.5,21.0,RSW,51.3327481,1.03,BQK,315.3483836,6.31,GNV,4.41,220.6223872
1038,South Atlantic,,Cocoa,Florida,Cocoa-Florida,Brevard County,28.367183,-80.746455,19909,23,"Developed, Medium Intensity",Plains,Tropical,65,,0.0,26.9,133.5,26.9,32.28,32.9,39.5,MLB,19.28067089,0.39,BQK,204.3995839,4.09,GNV,2.6,129.7891588
1039,South Atlantic,,Cocoa Beach,Florida,Cocoa Beach-Florida,Brevard County,28.332451,-80.612066,11386,22,"Developed, Low Intensity",Plains,Tropical,64.5,,0.0,23,139.8,23,27.6,40.8,49.0,MLB,15.99913166,0.32,BQK,208.5781399,4.17,GNV,2.75,137.3137713
1040,South Atlantic,,Coconut Creek,Florida,Coconut Creek-Florida,Broward County,26.2441,-80.2066,59721,23,"Developed, Medium Intensity",Swamps,Tropical,68,,0.0,18.1,130.8,18.1,21.72,60.1,72.1,FLL,12.31246753,0.25,BQK,354.7782803,7.1,GNV,5.39,269.3730325
1041,South Atlantic,,Coleman,Florida,Coleman-Florida,Sumter County,28.799444,-82.070278,789,24,"Developed, High Intensity",Plains,Tropical,70.5,,0.0,72.1,77.4,72.1,86.52,29.8,35.8,SFB,50.55487785,1.01,BQK,173.7202401,3.47,GNV,1.25,62.72327298
1042,South Atlantic,,Cottondale,Florida,Cottondale-Florida,Jackson County,30.800359,-85.384672,879,42,Evergreen Forest,Forests,Temperate,73.9,,0.0,236.6,95,95,114,31.1,37.3,ECP,39.18540841,0.78,VPS,72.39596746,1.45,DHN,0.72,36.19696899
1043,South Atlantic,,Crescent City,Florida,Crescent City-Florida,Putnam County,29.445438,-81.557909,1724,95,Emergent Herbaceous Wetlands,Plains,Tropical,68,,0.0,41.3,123.9,41.3,49.56,3.7,4.4,DAB,35.24384323,0.7,BQK,125.4098682,2.51,GNV,0.92,46.10976723
1044,South Atlantic,,Crestview,Florida,Crestview-Florida,Okaloosa County,30.77061,-86.553678,30727,21,"Developed, Open Space",Forests,Temperate,69.66,,0.0,306,46.2,46.2,55.44,100,120.0,PNS,42.87140127,0.86,VPS,19.1101764,0.38,DHN,1.51,75.62298888
1045,South Atlantic,,Cross City,Florida,Cross City-Florida,Dixie County,29.634167,-83.125278,1816,23,"Developed, Medium Intensity",Plains,Tropical,68,,0.0,112.3,79.1,79.1,94.92,58.2,69.8,TLH,90.25540531,1.81,BQK,149.5381414,2.99,GNV,1.03,51.38865362
1046,South Atlantic,,Crystal River,Florida,Crystal River-Florida,Citrus County,28.9593,-82.6259,3661,42,Evergreen Forest,Plains,Tropical,70,,0.0,104.4,51.7,51.7,62.04,44.2,53.0,TPA,68.2087092,1.36,BQK,173.3319088,3.47,GNV,1.1,54.81201077
1047,South Atlantic,,Dade City,Florida,Dade City-Florida,Pasco County,28.4297,-82.2082,9662,21,"Developed, Open Space",Plains,Tropical,70,,0.0,88.5,66.5,66.5,79.8,38,45.6,TPA,37.10411864,0.74,BQK,200.4606161,4.01,GNV,1.74,87.16719573
1048,South Atlantic,,Davenport,Florida,Davenport-Florida,Polk County,28.22,-81.6205,16764,81,Pasture/Hay,Plains,Tropical,70,,0.0,64,82.6,64,76.8,14.5,17.4,MCO,23.95661868,0.48,BQK,210.1641868,4.2,GNV,2.18,108.9354371
1049,South Atlantic,,Daytona Beach,Florida,Daytona Beach-Florida,Volusia County,29.201168,-81.037071,86015,22,"Developed, Low Intensity",Plains,Tropical,64.5,,0.0,16.2,145.3,16.2,19.44,33.3,40.0,DAB,1.912043282,0.04,BQK,144.4610622,2.89,GNV,1.63,81.60845676
1050,South Atlantic,,Debary,Florida,Debary-Florida,Volusia County,28.884573,-81.306506,23468,22,"Developed, Low Intensity",Plains,Tropical,66,,0.0,25.8,123.7,25.8,30.96,26.4,31.7,SFB,8.539311323,0.17,BQK,164.3220583,3.29,GNV,1.61,80.50382464
1051,South Atlantic,,Deerfield Beach,Florida,Deerfield Beach-Florida,Broward County,26.309556,-80.099173,90507,22,"Developed, Low Intensity",Swamps,Tropical,74,,0.0,21.4,136.8,21.4,25.68,61.1,73.3,FLL,16.70703018,0.33,BQK,351.8299783,7.04,GNV,5.37,268.5381095
1052,South Atlantic,,Defuniak Springs,Florida,Defuniak Springs-Florida,Walton County,30.751783,-86.138006,7048,22,"Developed, Low Intensity",Forests,Temperate,68,,0.0,281.3,67.7,67.7,81.24,75.3,90.4,ECP,34.03945082,0.68,VPS,30.25550391,0.61,DHN,1.13,56.6488469
1053,South Atlantic,,Deland,Florida,Deland-Florida,Volusia County,29.02659,-81.334853,45587,22,"Developed, Low Intensity",Plains,Tropical,66.5,,0.0,26.3,124.5,26.3,31.56,24,28.8,SFB,18.21502688,0.36,BQK,154.4313959,3.09,GNV,1.45,72.6962183
1054,South Atlantic,,Delray Beach,Florida,Delray Beach-Florida,Palm Beach County,26.456445,-80.079321,70140,22,"Developed, Low Intensity",Swamps,Tropical,64.5,,0.0,31.6,137.4,31.6,37.92,55.3,66.4,PBI,15.69674406,0.31,BQK,342.2528254,6.85,GNV,5.21,260.3332206
1055,South Atlantic,,Deltona,Florida,Deltona-Florida,Volusia County,28.898897,-81.247307,100513,22,"Developed, Low Intensity",Plains,Tropical,66,,0.0,22.1,127.4,22.1,26.52,29.7,35.6,SFB,8.407109369,0.17,BQK,163.5793887,3.27,GNV,1.65,82.45538787
1056,South Atlantic,,Destin,Florida,Destin-Florida,Okaloosa County,30.392,-86.4834,13991,23,"Developed, Medium Intensity",Forests,Temperate,68,,0.0,303.4,42.7,42.7,51.24,98.6,118.3,ECP,41.06963457,0.82,VPS,8.072678683,0.16,DHN,1.78,88.78102379
1057,South Atlantic,,Dundee,Florida,Dundee-Florida,Polk County,28.019412,-81.621207,6275,22,"Developed, Low Intensity",Plains,Tropical,68,,0.0,62.3,75.1,62.3,74.76,17.5,21.0,MCO,34.24508374,0.68,BQK,224.0130569,4.48,GNV,2.44,121.959065
1058,South Atlantic,,Dunedin,Florida,Dunedin-Florida,Pinellas County,28.019444,-82.771944,35932,24,"Developed, High Intensity",Plains,Tropical,68,,0.0,132.3,36.2,36.2,43.44,81.4,97.7,PIE,9.139085072,0.18,BQK,237.1440449,4.74,GNV,2.39,119.3304336
1060,South Atlantic,,Dunnellon,Florida,Dunnellon-Florida,Marion County,29.0488,-82.4611,2043,42,Evergreen Forest,Plains,Tropical,66,,0.0,94.4,63.4,63.4,76.08,33.5,40.2,TPA,74.28929249,1.49,BQK,163.8482261,3.28,GNV,0.91,45.74979868
1061,South Atlantic,,Eagle Lake,Florida,Eagle Lake-Florida,Polk County,27.978661,-81.756357,5576,24,"Developed, High Intensity",Swamps,Tropical,66,,0.0,70.6,66.5,66.5,79.8,25.9,31.1,MCO,41.50312842,0.83,BQK,227.3034575,4.55,GNV,2.45,122.2919798
1062,South Atlantic,,Ebro,Florida,Ebro-Florida,Washington County,30.435181,-85.888066,246,42,Evergreen Forest,Forests,Temperate,68,,0.0,267.8,64.6,64.6,77.52,63.7,76.4,ECP,7.711376021,0.15,VPS,39.59426978,0.79,DHN,1.33,66.51515196
1063,South Atlantic,,Edgewater,Florida,Edgewater-Florida,Volusia County,28.981801,-80.910344,24334,22,"Developed, Low Intensity",Plains,Tropical,70.5,,0.0,1.4,148.5,1.4,1.68,46.5,55.8,DAB,16.36780028,0.33,BQK,160.7973758,3.22,GNV,1.91,95.49373456
1064,South Atlantic,,Estero,Florida,Estero-Florida,Lee County,26.435052,-81.810244,38443,22,"Developed, Low Intensity",Swamps,Tropical,68,,0.0,101.1,30.6,30.6,36.72,71.2,85.4,RSW,7.765835953,0.16,BQK,333.937168,6.68,GNV,4.53,226.6524005
1065,South Atlantic,,Eustis,Florida,Eustis-Florida,Lake County,28.857686,-81.64513,25067,22,"Developed, Low Intensity",Plains,Tropical,68,,0.0,46.1,103.3,46.1,55.32,16.4,19.7,SFB,25.39097362,0.51,BQK,166.2446745,3.32,GNV,1.38,68.80369568
